,_id,count
306,전라우도수군절도사(全羅右道水軍節度使),137
307,우부빈객(右副賓客),137
308,내각총리대신(內閣總理大臣),137
309,광주부윤(廣州府尹),137
310,홍문관학사(弘文館學士),136
311,찰방(察訪),136
312,동지경연(同知經筵),136
313,공조정랑(工曹正郞),136
314,경상좌도병마절도사(慶尙左道兵馬節度使),136
315,포도대장(捕盜大將),135
316,영의정부사(領議政府事),135
317,전라병사(全羅兵使),134
318,위장(衛將),133
319,경주부윤(慶州府尹),133
320,경연관(經筵官),133
321,경상우병사(慶尙右兵使),132
322,홍문관부응교(弘文館副應敎),131
323,판사(判事),131
324,중군(中軍),131
325,우헌납(右獻納),130
326,상례(相禮),130
327,도총제(都摠制),130
328,약방도제조(藥房都提調),129
329,직강(直講),128
330,우후(虞候),127
331,좌빈객(左賓客),125
332,승정원도승지(承政院都承旨),125
333,성균관전적(成均館典籍),124
334,대장(大將),124
335,전주부윤(全州府尹),123
336,저작(著作),123
337,영중추원사(領中樞院事),122
338,지경연사(知經筵事),121
339,전경(典經),121
340,인순부윤(仁順府尹),121
341,동지의금부사(同知義禁府事),121
342,경기수사(京畿水使),121
343,사헌장령(司憲掌令),119
344,봉조하(俸朝賀),118
345,공조좌랑(工曹佐郞),118
346,참찬(參判),117
347,지신사(知伸事),117
348,중추부동지사(中樞府同知事),117
349,여주목사(驪州牧使),117
350,사헌집의(司憲執義),117
351,우사간(右司諫),116
352,도총관(都摠管),116
353,판의금(判義柰),115
354,우정언(右正言),115
355,중추부지사(中樞府知事),114
356,제학(提學),114
357,사성(司成),114
358,동경연(同經筵),114
359,영돈녕(寧敦寧),113
360,전라좌도수군절도사(全羅左道水軍節度使),112
361,절제사(節制使),111
362,한성판윤(漢城判尹),110
363,가선대부동지중추부사(嘉善大夫同知中樞府事),110
364,호조좌랑(戶曹佐郞),109
365,좌변포도대장(左邊捕盜大將),109
366,유수(留守),109
367,영중추(領中樞),109
368,지중추원사(地中樞院事),108
369,예문관봉교(藝文館奉敎),108
370,상주목사(尙州牧使),108
371,동지돈녕부사(同知敦寧府事),108
372,행부호군(行副護軍),107
373,지돈녕(知敦寧),107
374,대호군(大護君),107
375,홍문제학(弘文提學),106
376,규장각제학(奎章閣提學),106
377,겸설서(兼說書),106
378,첨정(僉正),105
379,종성부사(鍾城府使),105
380,선위사(宣慰使),105
381,진선(進善),104
382,인수부윤(仁壽府尹),104
383,우통례(右通禮),104
384,빈객(賓客),104
385,부장(部將),104
386,도절제사(都節制使),104
387,낭청(郞廳),104
388,부총관(副摠管),103
389,방어사(防禦使),103
390,행부사직(行副司直),102
391,충주목사(忠州牧使),102
392,약방제조(藥房提調),102
393,시관(試官),102
394,의금부제조(義禁府提調),101
395,산릉도감제조(山陵都監提調),101
396,함경도관찰사(咸鏡道觀察使),100
397,첨지중추부사(僉明中樞府事),100
398,의정부검상(議政府檢詳),100
399,순찰사(巡察使),100
400,안동부사(安東府使),99
401,사무관(事務官),99
402,부사직(副史直),99
403,길주목사(吉州牧使),99
404,행대호군(行大護軍),98
405,통정대부(通政大夫),98
406,청주목사(淸州牧使),98
407,김해부사(金海府使),98
408,충청수사(忠淸水使),97
409,좌포도대장(左捕盜大將),97
410,좌정언(左正言),97
411,우대언(右代言),97
412,함길도관찰사(咸吉道觀察使),96
413,지의금(知義禁),96
414,의금부도사(義禁府都事),96
415,온성부사(穩城府使),96
416,부정(副正),96
417,어사(御使),95
418,만포첨사(滿浦僉使),95
419,경상좌도수군절도사(慶尙左道水軍節度使),95
420,별장(別將),94
421,도진무(都鎭撫),94
422,경상우도병마절도사(慶尙右道兵馬節度使),94
423,경창부윤(慶昌府尹),93
424,행판중추부사(行判中樞府事),92
425,경상좌병사(慶尙左兵使),92
426,현령(縣令),91
427,좌통례(左通禮),91
428,정조사(正朝使),91
429,우포도대장(右捕盜大將),91
430,시강원문학(侍講院文學),91
431,함길도도관찰사(咸吉道都觀察使),90
432,충청도병마절도사(忠淸道兵馬節度使),90
433,안주목사(安州牧使),90
434,남원부사(南原府使),90
435,좨주(祭酒),89
436,장단부사(長湍府使),89
437,경성판관(鏡城判官),89
438,참찬의정부사(參贊議政府事),88
439,지제교(知製敎),88
440,수령(守令),88
441,성주목사(星州牧使),88
442,부원수(副元帥),88
443,찬시(贊侍),87
444,지사간원사(知司諫院事),87
445,순천부사(順天府使),87
446,광주목사(光州牧使),87
447,한림(翰林),86
448,동지총제(同知摠制),86
449,강화부유수(江華府留守),86
450,홍주목사(洪州牧使),85
451,의정부참찬(議政府參贊),85
452,영경연사(領經筵事),85
453,사예(司藝),85
454,오위장(五衛將),83
455,선산부사(善山府使),83
456,홍문관정자(弘文館正字),82
457,충청도수군절도사(忠淸道水軍節度使),82
458,우변포도대장(右邊捕盜大將),82
459,사경(司經),82
460,평안도감사(平安道監司),81
461,장례원판결사(掌隷院判決事),81
462,영흥부사(永興府使),81
463,좌헌납(左獻納),80
464,규장각직제학(奎章閣直提學),80
465,정주목사(定州牧使),79
466,전라좌수사(全羅左水使),79
467,사정(司正),79
468,사복시정(司僕寺正),79
469,도청(都廳),79
470,낭청(郎廳),79
471,총융사(摠戎使),78
472,남병사(南兵使),78
473,참찬문하부사(參贊門下府事),77
474,진주목사(晉州牧使),77
475,전라우수사(全羅右水使),77
476,원주목사(原州牧使),77
477,사은사(射恩使),77
478,행호군(行護君),76
479,파주목사(坡州牧使),76
480,접반사(接伴使),76
481,성균관직강(成均館直講),76
482,총호사(摠護使),75
483,안변부사(安邊府使),75
484,남양부사(南陽府使),75
485,행첨지중추원사(行僉知中樞院事),74
486,참지의정부사(參知議政府事),74
487,의정부좌찬성(議政府左贊成),74
488,봉상시정(奉常寺正),74
489,동부대언(同副代言),74
490,강릉부사(江陵府使),74
491,태의원도제조(太醫院都提調),73
492,체찰사(體察使),73
493,장흥부사(長興府使),73
494,원접사(遠接使),73
495,설서(設書),73
496,사헌지평(司憲持平),73
497,도절제사(道節制使),73
498,경상좌수사(慶尙左水使),73
499,지의정부사(知議政府事),72
500,의정부우찬성(議政府右贊成),72
501,창원부사(昌原府使),71
502,집현전부제학(集賢殿副提學),71
503,수원유수(水原留守),71
504,공충감사(公忠監司),71
505,시강원보덕(侍講院輔德),70
506,승정원우부승지(承政院右副承旨),70
507,사헌부감찰(司憲府監察),70
508,별감(別監),70
509,밀양부사(密陽府使),70
510,행판중추부사(行中樞府判事),69
511,평안도병마절도사(平安道兵馬節度使),69
512,좌부대언(左副代言),69
513,예문관대제학(藝文館大提學),69
514,북평사(北評事),69
515,도관찰사(都觀察使),69
516,해주목사(海州牧使),68
517,주부(注簿),68
518,좌사간대부(左司諫大夫),68
519,수릉관(守陵官),68
520,성천부사(成川府使),68
521,사과(司果),68
522,승정원주서(承政院注書),67
523,성균관사예(成均館司藝),67
524,대거승지(對擧承旨),67
525,광주유수(廣州留守),67
526,함길도도체찰사(咸吉道都體察使),66
527,평산부사(平山府使),66
528,춘천부사(春川府使),66
529,지사간(知司諫),66
530,시강원필선(侍講院弼善),66
531,담양부사(潭陽府使),66
532,가의대부(嘉義大夫),66
533,훈도(訓導),65
534,첨지(僉知),65
535,영광군수(靈光郡守),65
536,시강원사서(侍講院司書),65
537,녹사(錄事),65
538,관상감제조(觀象監提調),65
539,평안도도절제사(平安道都節制使),64
540,의정부좌의정(議政府左議政),64
541,암행어사(暗行御史),64
542,숙천부사(肅川府使),64
543,선교관(宣敎官),64
544,규장각직각(奎章閣直閣),64
545,지중추(知中樞),63
546,우부대언(右副代言),63
547,예문관검열(藝文館檢閱),63
548,설경(說經),63
549,봉산군수(鳳山郡守),63
550,첨지중추부사(僉知中樞府事),62
551,사복시제조(司僕寺提調),62
552,부평부사(富平府使),62
553,국장도감제조(國葬都監提調),62
554,고양군수(高陽郡守),62
555,평사(評事),61
556,탁지부대신(度支部大臣),61
557,중추원부사(中樞院副事),61
558,자헌대부(資憲大夫),61
559,우군동지총제(右軍同知摠制),61
560,승정원좌승지(承政院左承旨),61
561,서사관(書寫官),61
562,사용(司勇),61
563,부사정(副司正),61
564,함경북도절도사(咸鏡北道節度使),60
565,판내시부사(判內侍府使),60
566,증이조판서(贈吏曹判書),60
567,주문사(奏聞使),60
568,정승(政丞),60
569,장례원소경(掌禮院少卿),60
570,연안부사(延安府使),60
571,규장각학사(奎章閣學士),60
572,황주목사(黃州牧使),59
573,중추원사(中樞院事),59
574,승문원제조(承文院提調),59
575,비변사제조(備邊使提調),59
576,도체찰사(道體察使),59
577,황해도수군절도사(黃海道水軍節度使),58
578,행사용(行司勇),58
579,빈전도감제조(殯殿都監提調),58
580,경원부사(慶源府使),58
581,강원도감사(江原道監司),58
582,판삼사사(判三司事),57
583,성균관사성(成均館司成),57
584,광주부유수(廣州府留守),57
585,공주목사(公州牧使),57
586,함경남도병마절도사(咸鏡南道兵馬節度使),56
587,초관(哨官),56
588,인천부사(仁川府使),56
589,영해부사(寧海府使),56
590,사은정사(謝恩正使),56
591,광주목사(廣州牧使),56
592,경연관(經筳官),56
593,경기도관찰사(京畿都觀察使),56
594,해남현감(海南縣監),55
595,안악군수(安岳郡守),55
596,경흥부사(慶興府使),55
597,행대사간(行大司諫),54
598,수원부유수(水原府留守),54
599,경상병사(慶尙兵使),54
600,경기도사(京畿都事),54
601,회양부사(淮陽府使),53
602,황해도병마절도사(黃海道兵馬節度使),53
603,창성부사(昌城府使),53
604,중추(中樞),53
605,전주판관(全州判官),53
606,장악원제조(掌樂院提調),53
607,장악원정(掌樂院正),53
608,소윤(少尹),53
609,서북면도원수(西北面都元帥),53
610,내의원제조(內醫院提調),53
611,금군별장(禁軍別將),53
612,행지중추부사(行知中樞府事),52
613,행도승지(行都承旨),52
614,전라도도관찰사(全羅道都觀察使),52
615,자의(諮議),52
616,의정부우의정(議政府右議政),52
617,우사간대부(右司諫大夫),52
618,선혜청제조(宣惠廳提調),52
619,사업(司業),52
620,덕원부사(德源府使),52
621,검교직각(檢校直閣),52
622,총융사(揔戎使),51
623,재령군수(載寧郡守),51
624,영장(營將),51
625,시중(侍中),51
626,서산군수(瑞山郡守),51
627,별좌(別坐),51
628,문묘(文廟),51
629,황해도감사(黃海道監司),50
630,양산군수(梁山郡守),50
631,서천군수(舒川郡守),50
632,삼척부사(三陟府使),50
633,삼도수군통제사(三道水軍統制使),50
634,대축(大祝),50
635,궁내부대신(宮內府大臣),50
636,군자감정(軍資監正),50
637,군사(郡事),50
638,평안도병사(平安道兵使),49
639,첨총제(僉摠制),49
640,진하사(進賀使),49
641,정헌대부(正憲大夫),49
642,의금부당상(義禁府堂上),49
643,봉사(奉事),49
644,경상도도관찰사(慶尙道都觀察使),49
645,좌수사(左水使),48
646,숭정대부(崇政大夫),48
647,부무관(附武官),48
648,부령부사(富寧府使),48
649,병판(兵判),48
650,가선(嘉善),48
651,조전장(助戰將),47
652,이천부사(利川府使),47
653,예문관대교(藝文館待敎),47
654,영암군수(靈巖郡守),47
655,영안남도절도사(永安南道節度使),47
656,경상도감사(慶尙道監司),47
657,갑산부사(甲山府使),47
658,황해수사(黃海水使),46
659,홍문관저작(弘文館著作),46
660,홍문관박사(弘文館博士),46
661,해미현감(海美縣監),46
662,함경북도병마절도사(咸鏡北道兵馬節度使),46
663,정평부사(定平府使),46
664,시강원설서(侍講院說書),46
665,선공감정(繕工監正),46
666,북도절도사(北道節度使),46
667,김제군수(金堤郡守),46
668,절충장군첨지중추부사(折衝將軍僉知中樞府事),45
669,자헌대부지중추부사(資憲大夫知中樞府事),45
670,임천군수(林川郡守),45
671,의금부지사(義禁府知事),45
672,우병사(右兵使),45
673,신천군수(信川郡守),45
674,수어사(守御使),45
675,보성군수(寶城郡守),45
676,문사낭청(問事郞廳),45
677,단천군수(端川郡守),45
678,강화부사(江華府使),45
679,전남감사(全南監司),44
680,원임직각(原任直閣),44
681,영돈녕원사(領敦寧院事),44
682,승문원판교(承文院判校),44
683,동지춘추관사(同知春秋館事),44
684,고부군수(古阜郡守),44
685,경상우도수군절도사(慶尙右道水軍節度使),44
686,함양군수(咸陽郡守),43
687,표훈원총재(表勳院總裁),43
688,철원부사(鐵原府使),43
689,천안군수(天安郡守),43
690,진무(鎭撫),43
691,좌군동지총제(左軍同知摠制),43
692,수군절도사(水軍節度使),43
693,상의원정(尙衣院正),43
694,곽산군수(郭山郡守),43
695,감역(監役),43
696,가산군수(嘉山郡守),43
697,함길도감사(咸吉道監司),42
698,평양서윤(平壤庶尹),42
699,통정대부이조참의(通政大夫吏曹參議),42
700,첨절제사(僉節制使),42
701,전정언(前正言),42
702,재상(宰相),42
703,원접사(遠接),42
704,우군총제(右軍摠制),42
705,부안현감(扶安縣監),42
706,보령현감(保寧縣監),42
707,동지성균관사(同知成均館事),42
708,도총부도사(都摠府都事),42
709,금부도사(禁府都事),42
710,검교한성윤(檢校漢城尹),42
711,강진현감(康津縣監),42
712,흥덕현감(興德縣監),41
713,한산군수(韓山郡守),41
714,평안도도절제사(平安道節制使),41
715,통정대부동부승지(通政大夫同副承旨),41
716,충청도도관찰사(忠淸道都觀察使),41
717,충청남도관찰사(忠淸南道觀察使),41
718,진도군수(珍島郡守),41
719,중추부영사(中樞府領事),41
720,종부시정(宗簿寺正),41
721,양양부사(襄陽府使),41
722,선천부사(宣川府使),41
723,사평(司評),41
724,금산군수(金山郡守),41
725,공안부윤(恭安府尹),41
726,홍원현감(洪原縣監),40
727,협판내무부사(協辦內務府事),40
728,행상호군(行上護君),40
729,직산현감(稷山縣監),40
730,좌군총제(左軍摠制),40
731,좌군도총제(左軍都摠制),40
732,종정경(宗正卿),40
733,전라도절도사(全羅道節度使),40
734,이왕직사무관(李王職事務官),40
735,삭주부사(朔州府使),40
736,반송사(伴送使),40
737,무안현감(務安縣監),40
738,남도절도사(南道節度使),40
739,군기시정(軍器寺正),40
740,관향사(管餉使),40
741,태천현감(泰川縣監),39
742,태안군수(泰安郡守),39
743,중군총제(中軍摠制),39
744,조전절제사(助戰節制使),39
745,의관(醫官),39
746,용인현령(龍仁縣令),39
747,순천군수(順天郡守),39
748,서연관(書筵官),39
749,벽동군수(碧潼郡守),39
750,동지겸사은정사(冬至兼謝恩正使),39
751,규장각대교(奎章閣待敎),39
752,교수(敎授),39
753,찬성사(贊成事),38
754,익산군수(益山郡守),38
755,이산군수(理山郡守),38
756,의성현령(義城縣令),38
757,원상(院相),38
758,온양군수(溫陽郡守),38
759,예빈시정(禮賓寺正),38
760,안산군수(安山郡守),38
761,승정원좌부승지(承政院左副承旨),38
762,승정원우승지(承政院右承旨),38
763,수안군수(遂安郡守),38
764,수문장(守門將),38
765,선공감제조(繕工監提調),38
766,사역원판관(司譯院判官),38
767,대장군(大將軍),38
768,낙안군수(樂安郡守),38
769,곤양군수(昆陽郡守),38
770,강관(講官),38
771,통정대부형조참의(通政大夫刑曹參議),37
772,통정(通政),37
773,천추사(千秋使),37
774,좌병사(左兵使),37
775,전라수사(全羅水使),37
776,전라도감사(全羅道監司),37
777,위원군수(渭原郡守),37
778,옥천군수(沃川郡守),37
779,영천군수(永川郡守),37
780,영경연(領經筵),37
781,소경(少卿),37
782,부산첨사(釜山僉使),37
783,별시위(別侍衛),37
784,법부대신(法部大臣),37
785,결성현감(結城縣監),37
786,흥양현감(興陽縣監),36
787,형방승지(刑房承旨),36
788,합천군수(陜川郡守),36
789,함길도절도사(咸吉道節度使),36
790,풍천부사(豐川府使),36
791,평리원판사(平理院判事),36
792,통정대부병조참지(通政大夫兵曹參知),36
793,집현전직제학(集賢殿直提學),36
794,지종정경(知宗正卿),36
795,증판서(贈判書),36
796,정(正),36
797,절충장군(折衝將軍),36
798,안성군수(安城郡守),36
799,사직서제조(社稷署提調),36
800,동지중추(同知中樞),36
801,동지부사(冬至副使),36
802,대독관(對讀官),36
803,내국제조(內局提調),36
804,가선대부사헌부대사헌(嘉善大夫司憲府大司憲),36
805,호장(戶長),35
806,호위대장(扈衛大將),35
807,행사직(幸司直),35
808,평안도도관찰사(平安道都觀察使),35
809,통정대부우부승지(通政大夫右副承旨),35
810,충청도감사(忠淸道監司),35
811,진무사(鎭撫使),35
812,제용감정(濟用監正),35
813,정의현감(旌義縣監),35
814,의정부영의정(議政府領議政),35
815,웅천현감(熊川縣監),35
816,양덕현감(陽德縣監),35
817,신창현감(新昌縣監),35
818,배천군수(白川郡守),35
819,면천군수(沔川郡守),35
820,경기어사(京畿御史),35
821,개천군수(价川郡守),35
822,희천군수(熙川郡守),34
823,함평현감(咸平縣監),34
824,함안군수(咸安郡守),34
825,평안북도관찰사(平安北道觀察使),34
826,평안도사(平安都事),34
827,평강현감(平康縣監),34
828,태인현감(泰仁縣監),34
829,이판(吏判),34
830,순변사(巡邊使),34
831,상의중추원사(商議中樞院事),34
832,북청부사(北靑府使),34
833,도총부경력(都摠府經歷),34
834,좌수(座首),33
835,장례원경(掌禮院卿),33
836,영변부사(寧邊府使),33
837,아산현감(牙山縣監),33
838,세자시강원보덕(世子侍講院輔德),33
839,성균사예(成均司藝),33
840,선공제조(繕工提調),33
841,사도시정(司䆃寺正),33
842,보은현감(報恩縣監),33
843,문하시랑찬성사(門下侍郞贊成事),33
844,동지성균관사(冬至成均館事),33
845,구성부사(龜城府使),33
846,고성현령(固城縣令),33
847,경상북도관찰사(慶尙北道觀察使),33
848,가승지(假承旨),33
849,훈련원정(訓鍊院正),32
850,행대사헌(行大司憲),32
851,한성좌윤(漢城左尹),32
852,포천현감(抱川縣監),32
853,통정대부홍문관부제학(通政大夫弘文館副提學),32
854,창녕현감(昌寧縣監),32
855,중화부사(中和府使),32
856,죽산부사(竹山府使),32
857,전군수(前郡守),32
858,장연현감(長淵縣監),32
859,의금부경력(義禁府經歷),32
860,우상대장(右廂大將),32
861,옥당(玉堂),32
862,신계현령(新溪縣令),32
863,승전색(承傳色),32
864,승문원정자(承文院正字),32
865,세마(洗馬),32
866,사알(司謁),32
867,사섬시정(司贍寺正),32
868,별겸춘추(別兼春秋),32
869,박천군수(博川郡守),32
870,무장현감(茂長縣監),32
871,만포절제사(滿浦節制使),32
872,돈녕도정(敦寧都正),32
873,도순찰사(都巡察使),32
874,단양군수(丹陽郡守),32
875,내부대신(內部大臣),32
876,괴산군수(槐山郡守),32
877,과천현감(果川縣監),32
878,공주판관(公州判官),32
879,감진어사(監賑御使),32
880,가선대부공조참판(嘉善大夫工曹參判),32
881,회답사(回答使),31
882,함경남도병사(咸鏡南道兵使),31
883,판원사(判院事),31
884,통진부사(通津府使),31
885,통정대부사간원대사간(通政大夫司諫院大司諫),31
886,청도군수(淸道郡守),31
887,증병조판서(贈兵曹判書),31
888,중군도총제(中軍都摠制),31
889,좌상대장(左廂大將),31
890,종부시정(宗府寺正),31
891,자헌대부형조판서(資憲大夫刑曹判書),31
892,음죽현감(陰竹縣監),31
893,용천부사(龍川府使),31
